measurement,instance,algorithm,seed,vertices,probability,arcs,max-capacity,max-cpu,result,time
1,20,EK,25887,100,0.2,968,100,10,492,0.000707959
1,20,MPM,25887,100,0.2,968,100,10,492,0.000703867
1,21,Dinic,21283,100,0.2,1006,100,10,855,0.000375572
1,21,EK,21283,100,0.2,1006,100,10,855,0.00181284
1,21,MPM,21283,100,0.2,1006,100,10,855,0.00142103
1,22,Dinic,8059,100,0.2,963,100,10,908,0.000361813
1,22,EK,8059,100,0.2,963,100,10,908,0.0019066
1,22,MPM,8059,100,0.2,963,100,10,908,0.00128905
1,23,Dinic,30827,100,0.2,992,100,10,831,0.000151832
1,23,EK,30827,100,0.2,992,100,10,831,0.000794718
1,23,MPM,30827,100,0.2,992,100,10,831,0.000612441
1,24,Dinic,4848,100,0.2,978,100,10,531,0.000269999
1,24,EK,4848,100,0.2,978,100,10,531,0.000523164
1,24,MPM,4848,100,0.2,978,100,10,531,0.000858236
1,25,Dinic,4645,100,0.2,945,100,10,379,0.000124666
1,25,EK,4645,100,0.2,945,100,10,379,0.000333184
1,25,MPM,4645,100,0.2,945,100,10,379,0.000407701
1,26,Dinic,18713,100,0.2,989,100,10,557,0.000130037
1,26,EK,18713,100,0.2,989,100,10,557,0.00055433
1,26,MPM,18713,100,0.2,989,100,10,557,0.000563089
1,27,Dinic,26600,100,0.2,1016,100,10,834,0.000293035
1,27,EK,26600,100,0.2,1016,100,10,834,0.000655682
1,27,MPM,26600,100,0.2,1016,100,10,834,0.00102407
1,28,Dinic,31657,100,0.2,997,100,10,930,0.000190295
1,28,EK,31657,100,0.2,997,100,10,930,0.000796162
1,28,MPM,31657,100,0.2,997,100,10,930,0.000645107
1,29,Dinic,8285,100,0.2,1003,100,10,533,0.000352257
1,29,EK,8285,100,0.2,1003,100,10,533,0.00105812
1,29,MPM,8285,100,0.2,1003,100,10,533,0.00140203
1,30,Dinic,21168,100,0.2,1025,100,10,667,0.000332702
1,30,EK,21168,100,0.2,1025,100,10,667,0.00133872
1,30,MPM,21168,100,0.2,1025,100,10,667,0.000994106
1,1,Dinic,18340,100,0.3,1451,100,10,954,0.000342646
1,1,EK,18340,100,0.3,1451,100,10,954,0.00181105
1,1,MPM,18340,100,0.3,1451,100,10,954,0.00120931
1,2,Dinic,6957,100,0.3,1462,100,10,1323,0.000279702
1,2,EK,6957,100,0.3,1462,100,10,1323,0.0022643
1,2,MPM,6957,100,0.3,1462,100,10,1323,0.00095305
1,3,Dinic,25859,100,0.3,1457,100,10,979,0.00023524
1,3,EK,25859,100,0.3,1457,100,10,979,0.00127179
1,3,MPM,25859,100,0.3,1457,100,10,979,0.000978198
1,4,Dinic,12573,100,0.3,1428,100,10,1271,0.000348831
1,4,EK,12573,100,0.3,1428,100,10,1271,0.00225106
1,4,MPM,12573,100,0.3,1428,100,10,1271,0.00102983
1,5,Dinic,29682,100,0.3,1505,100,10,990,0.000292165
1,5,EK,29682,100,0.3,1505,100,10,990,0.000716533
1,5,MPM,29682,100,0.3,1505,100,10,990,0.000833217
1,6,Dinic,3935,100,0.3,1477,100,10,1226,0.000264702
1,6,EK,3935,100,0.3,1477,100,10,1226,0.00165019
1,6,MPM,3935,100,0.3,1477,100,10,1226,0.00106499
1,7,Dinic,4373,100,0.3,1478,100,10,1406,0.00027061
1,7,EK,4373,100,0.3,1478,100,10,1406,0.00095018
1,7,MPM,4373,100,0.3,1478,100,10,1406,0.000920476
1,8,Dinic,1973,100,0.3,1402,100,10,1056,0.000295887
1,8,EK,1973,100,0.3,1402,100,10,1056,0.00143694
1,8,MPM,1973,100,0.3,1402,100,10,1056,0.000910847
1,9,Dinic,10821,100,0.3,1450,100,10,1382,0.000670792
1,9,EK,10821,100,0.3,1450,100,10,1382,0.00293445
1,9,MPM,10821,100,0.3,1450,100,10,1382,0.00170456
1,10,Dinic,31146,100,0.3,1434,100,10,1130,0.000356905
1,10,EK,31146,100,0.3,1434,100,10,1130,0.00252726
1,10,MPM,31146,100,0.3,1434,100,10,1130,0.000685255
1,11,Dinic,12316,100,0.3,1485,100,10,1097,0.000286202
1,11,EK,12316,100,0.3,1485,100,10,1097,0.00222188
1,11,MPM,12316,100,0.3,1485,100,10,1097,0.000881884
1,12,Dinic,12439,100,0.3,1511,100,10,1514,0.000351331
1,12,EK,12439,100,0.3,1511,100,10,1514,0.0026281
1,12,MPM,12439,100,0.3,1511,100,10,1514,0.00143545
1,13,Dinic,507,100,0.3,1485,100,10,951,0.000342924
1,13,EK,507,100,0.3,1485,100,10,951,0.00249054
1,13,MPM,507,100,0.3,1485,100,10,951,0.000949495
1,14,Dinic,10064,100,0.3,1504,100,10,1178,0.000258351
1,14,EK,10064,100,0.3,1504,100,10,1178,0.00100242
1,14,MPM,10064,100,0.3,1504,100,10,1178,0.00101666
1,15,Dinic,32512,100,0.3,1509,100,10,1285,0.000671126
1,15,EK,32512,100,0.3,1509,100,10,1285,0.00561321
1,15,MPM,32512,100,0.3,1509,100,10,1285,0.00191436
1,16,Dinic,29722,100,0.3,1509,100,10,917,0.000269869
1,16,EK,29722,100,0.3,1509,100,10,917,0.00187741
1,16,MPM,29722,100,0.3,1509,100,10,917,0.000469998
1,17,Dinic,4627,100,0.3,1469,100,10,1172,0.000374924
1,17,EK,4627,100,0.3,1469,100,10,1172,0.00188595
1,17,MPM,4627,100,0.3,1469,100,10,1172,0.000943588
1,18,Dinic,20472,100,0.3,1552,100,10,1301,0.000627793
1,18,EK,20472,100,0.3,1552,100,10,1301,0.00258563
1,18,MPM,20472,100,0.3,1552,100,10,1301,0.0016966
1,19,Dinic,25524,100,0.3,1503,100,10,1000,0.000300776
1,19,EK,25524,100,0.3,1503,100,10,1000,0.00115423
1,19,MPM,25524,100,0.3,1503,100,10,1000,0.000687737
1,20,Dinic,7073,100,0.3,1473,100,10,1067,0.000414442
1,20,EK,7073,100,0.3,1473,100,10,1067,0.00351459
1,20,MPM,7073,100,0.3,1473,100,10,1067,0.00121934
1,21,Dinic,17059,100,0.3,1468,100,10,1191,0.000487868
1,21,EK,17059,100,0.3,1468,100,10,1191,0.00291961
1,21,MPM,17059,100,0.3,1468,100,10,1191,0.00151747
1,22,Dinic,8677,100,0.3,1518,100,10,971,0.000418553
1,22,EK,8677,100,0.3,1518,100,10,971,0.00248662
1,22,MPM,8677,100,0.3,1518,100,10,971,0.00122003
1,23,Dinic,8699,100,0.3,1463,100,10,1328,0.000225258
1,23,EK,8699,100,0.3,1463,100,10,1328,0.00146258
1,23,MPM,8699,100,0.3,1463,100,10,1328,0.00110829
1,24,Dinic,13533,100,0.3,1530,100,10,1544,0.000601904
1,24,EK,13533,100,0.3,1530,100,10,1544,0.00250521
1,24,MPM,13533,100,0.3,1530,100,10,1544,0.00145834
1,25,Dinic,11502,100,0.3,1477,100,10,1316,0.000566923
1,25,EK,11502,100,0.3,1477,100,10,1316,0.00173895
1,25,MPM,11502,100,0.3,1477,100,10,1316,0.0014119
1,26,Dinic,13220,100,0.3,1541,100,10,1275,0.000473294
1,26,EK,13220,100,0.3,1541,100,10,1275,0.00278756
1,26,MPM,13220,100,0.3,1541,100,10,1275,0.00175801
1,27,Dinic,14778,100,0.3,1543,100,10,989,0.00030961
1,27,EK,14778,100,0.3,1543,100,10,989,0.00140508
1,27,MPM,14778,100,0.3,1543,100,10,989,0.000956402
1,28,Dinic,5305,100,0.3,1478,100,10,1615,0.000648348
1,28,EK,5305,100,0.3,1478,100,10,1615,0.00352696
1,28,MPM,5305,100,0.3,1478,100,10,1615,0.00176886
1,29,Dinic,5152,100,0.3,1472,100,10,1252,0.000538256
1,29,EK,5152,100,0.3,1472,100,10,1252,0.0033882
1,29,MPM,5152,100,0.3,1472,100,10,1252,0.0016539
1,30,Dinic,24774,100,0.3,1469,100,10,789,0.0006377
1,30,EK,24774,100,0.3,1469,100,10,789,0.00245699
1,30,MPM,24774,100,0.3,1469,100,10,789,0.0017504
1,1,Dinic,23496,100,0.4,1916,100,10,2306,0.000686626
1,1,EK,23496,100,0.4,1916,100,10,2306,0.00492512
1,1,MPM,23496,100,0.4,1916,100,10,2306,0.00195108
1,2,Dinic,28295,100,0.4,2074,100,10,1669,0.000607515
1,2,EK,28295,100,0.4,2074,100,10,1669,0.0044947
1,2,MPM,28295,100,0.4,2074,100,10,1669,0.00175686
1,3,Dinic,9542,100,0.4,1933,100,10,1774,0.000957921
1,3,EK,9542,100,0.4,1933,100,10,1774,0.00607886
1,3,MPM,9542,100,0.4,1933,100,10,1774,0.00244039
1,4,Dinic,6858,100,0.4,1989,100,10,1472,0.000209369
1,4,EK,6858,100,0.4,1989,100,10,1472,0.00194121
1,4,MPM,6858,100,0.4,1989,100,10,1472,0.000681071
1,5,Dinic,26899,100,0.4,1946,100,10,1441,0.000324164
1,5,EK,26899,100,0.4,1946,100,10,1441,0.00295809
1,5,MPM,26899,100,0.4,1946,100,10,1441,0.000992643
1,6,Dinic,25812,100,0.4,2003,100,10,1802,0.00053783
1,6,EK,25812,100,0.4,2003,100,10,1802,0.00336235
1,6,MPM,25812,100,0.4,2003,100,10,1802,0.00155388
1,7,Dinic,21284,100,0.4,1989,100,10,1630,0.000858903
1,7,EK,21284,100,0.4,1989,100,10,1630,0.00463923
1,7,MPM,21284,100,0.4,1989,100,10,1630,0.00200738
1,8,Dinic,20068,100,0.4,2034,100,10,1588,0.000650422
1,8,EK,20068,100,0.4,2034,100,10,1588,0.0065172
1,8,MPM,20068,100,0.4,2034,100,10,1588,0.00193925
1,9,Dinic,438,100,0.4,1963,100,10,2161,0.000445405
1,9,EK,438,100,0.4,1963,100,10,2161,0.00444577
1,9,MPM,438,100,0.4,1963,100,10,2161,0.00153186
1,10,Dinic,4807,100,0.4,1974,100,10,1574,0.000458349
1,10,EK,4807,100,0.4,1974,100,10,1574,0.00324444
1,10,MPM,4807,100,0.4,1974,100,10,1574,0.00191267
1,11,Dinic,15899,100,0.4,2018,100,10,1662,0.000951773
1,11,EK,15899,100,0.4,2018,100,10,1662,0.00348035
1,11,MPM,15899,100,0.4,2018,100,10,1662,0.00199821
1,12,Dinic,23399,100,0.4,1984,100,10,1283,0.000357146
1,12,EK,23399,100,0.4,1984,100,10,1283,0.00258293
1,12,MPM,23399,100,0.4,1984,100,10,1283,0.00100568
1,13,Dinic,21957,100,0.4,1961,100,10,1428,0.000308147
1,13,EK,21957,100,0.4,1961,100,10,1428,0.00240877
1,13,MPM,21957,100,0.4,1961,100,10,1428,0.000806866
1,14,Dinic,27632,100,0.4,1998,100,10,1687,0.000554071
1,14,EK,27632,100,0.4,1998,100,10,1687,0.00326106
1,14,MPM,27632,100,0.4,1998,100,10,1687,0.00172129
1,15,Dinic,8953,100,0.4,1994,100,10,1586,0.000392183
1,15,EK,8953,100,0.4,1994,100,10,1586,0.00448503
1,15,MPM,8953,100,0.4,1994,100,10,1586,0.00069533
1,16,Dinic,19627,100,0.4,1943,100,10,1656,0.000447535
1,16,EK,19627,100,0.4,1943,100,10,1656,0.00243352
1,16,MPM,19627,100,0.4,1943,100,10,1656,0.00141045
1,17,Dinic,23436,100,0.4,1966,100,10,1480,0.000423534
1,17,EK,23436,100,0.4,1966,100,10,1480,0.00184273
1,17,MPM,23436,100,0.4,1966,100,10,1480,0.00148881
1,18,Dinic,12317,100,0.4,1963,100,10,2233,0.00071933
1,18,EK,12317,100,0.4,1963,100,10,2233,0.00727963
1,18,MPM,12317,100,0.4,1963,100,10,2233,0.00209273
1,19,Dinic,18120,100,0.4,2008,100,10,1571,0.000485738
1,19,EK,18120,100,0.4,2008,100,10,1571,0.00304637
1,19,MPM,18120,100,0.4,2008,100,10,1571,0.00172377
1,20,Dinic,9578,100,0.4,1956,100,10,2224,0.000365702
1,20,EK,9578,100,0.4,1956,100,10,2224,0.00206417
1,20,MPM,9578,100,0.4,1956,100,10,2224,0.00124638
1,21,Dinic,20523,100,0.4,1966,100,10,1116,0.000243647
1,21,EK,20523,100,0.4,1966,100,10,1116,0.00112885
1,21,MPM,20523,100,0.4,1966,100,10,1116,0.00086207
1,22,Dinic,19041,100,0.4,1978,100,10,1438,0.000456349
1,22,EK,19041,100,0.4,1978,100,10,1438,0.00400846
1,22,MPM,19041,100,0.4,1978,100,10,1438,0.000956662
1,23,Dinic,17141,100,0.4,1966,100,10,1520,0.000674904
1,23,EK,17141,100,0.4,1966,100,10,1520,0.00392059
1,23,MPM,17141,100,0.4,1966,100,10,1520,0.00164975
1,24,Dinic,5385,100,0.4,2037,100,10,1855,0.000673515
1,24,EK,5385,100,0.4,2037,100,10,1855,0.00579845
1,24,MPM,5385,100,0.4,2037,100,10,1855,0.00174112
1,25,Dinic,8928,100,0.4,1968,100,10,1654,0.000450127
1,25,EK,8928,100,0.4,1968,100,10,1654,0.00254693
1,25,MPM,8928,100,0.4,1968,100,10,1654,0.00131459
1,26,Dinic,23153,100,0.4,2047,100,10,1840,0.000403276
1,26,EK,23153,100,0.4,2047,100,10,1840,0.00355563
1,26,MPM,23153,100,0.4,2047,100,10,1840,0.00137384
1,27,Dinic,6774,100,0.4,2007,100,10,1672,0.000656959
1,27,EK,6774,100,0.4,2007,100,10,1672,0.00653628
1,27,MPM,6774,100,0.4,2007,100,10,1672,0.00145038
1,28,Dinic,13736,100,0.4,1954,100,10,1754,0.000306573
1,28,EK,13736,100,0.4,1954,100,10,1754,0.00258954
1,28,MPM,13736,100,0.4,1954,100,10,1754,0.00105112
1,29,Dinic,10287,100,0.4,1970,100,10,1777,0.000576293
1,29,EK,10287,100,0.4,1970,100,10,1777,0.00477888
1,29,MPM,10287,100,0.4,1970,100,10,1777,0.00178912
1,30,Dinic,2229,100,0.4,1997,100,10,1799,0.000440164
1,30,EK,2229,100,0.4,1997,100,10,1799,0.00307797
1,30,MPM,2229,100,0.4,1997,100,10,1799,0.000835274
1,1,Dinic,18460,100,0.5,2494,100,10,2501,0.00136323
1,1,EK,18460,100,0.5,2494,100,10,2501,0.00822825
1,1,MPM,18460,100,0.5,2494,100,10,2501,0.00319656
1,2,Dinic,26459,100,0.5,2452,100,10,1960,0.000393461
1,2,EK,26459,100,0.5,2452,100,10,1960,0.00299684
1,2,MPM,26459,100,0.5,2452,100,10,1960,0.00116512
1,3,Dinic,10133,100,0.5,2483,100,10,2376,0.000478571
1,3,EK,10133,100,0.5,2483,100,10,2376,0.00372518
1,3,MPM,10133,100,0.5,2483,100,10,2376,0.00168418
1,4,Dinic,16967,100,0.5,2430,100,10,2097,0.000522275
