measurement,instance,algorithm,seed,vertices,probability,arcs,max-capacity,max-cpu,result,time
1,2,Dinic,331,150,0.5,5713,100,10,3262,0.00123619
1,3,Dinic,332,150,0.5,5598,100,10,3012,0.00160508
1,4,Dinic,333,150,0.5,5589,100,10,3716,0.000613847
1,5,Dinic,334,150,0.5,5581,100,10,3189,0.000767901
1,6,Dinic,335,150,0.5,5572,100,10,3298,0.00213911
1,7,Dinic,336,150,0.5,5559,100,10,3378,0.000782715
1,8,Dinic,337,150,0.5,5599,100,10,3199,0.00134632
1,9,Dinic,338,150,0.5,5608,100,10,3431,0.00242383
1,10,Dinic,339,150,0.5,5584,100,10,3584,0.00124429
1,11,Dinic,340,150,0.5,5583,100,10,4102,0.00140312
1,12,Dinic,341,150,0.5,5513,100,10,2844,0.00140277
1,13,Dinic,342,150,0.5,5620,100,10,3088,0.00128986
1,14,Dinic,343,150,0.5,5489,100,10,3209,0.00083253
1,15,Dinic,344,150,0.5,5631,100,10,3179,0.00105751
1,16,Dinic,345,150,0.5,5650,100,10,2547,0.00206806
1,17,Dinic,346,150,0.5,5602,100,10,3722,0.00121479
1,18,Dinic,347,150,0.5,5609,100,10,3140,0.00119134
1,19,Dinic,348,150,0.5,5638,100,10,3216,0.00137393
1,20,Dinic,349,150,0.5,5665,100,10,3284,0.0013521
1,21,Dinic,350,150,0.5,5610,100,10,3019,0.00141264
1,22,Dinic,351,150,0.5,5561,100,10,3240,0.00126153
1,23,Dinic,352,150,0.5,5606,100,10,3404,0.00104699
1,24,Dinic,353,150,0.5,5552,100,10,3254,0.000916067
1,25,Dinic,354,150,0.5,5692,100,10,3606,0.00167534
1,26,Dinic,355,150,0.5,5557,100,10,3366,0.00170832
1,27,Dinic,356,150,0.5,5601,100,10,3956,0.0011574
1,28,Dinic,357,150,0.5,5559,100,10,3699,0.00107025
1,29,Dinic,358,150,0.5,5608,100,10,3376,0.00114432
1,30,Dinic,359,150,0.5,5616,100,10,3045,0.00205841
1,1,Dinic,360,150,0.6,6656,100,10,3980,0.0015923
1,2,Dinic,361,150,0.6,6644,100,10,4001,0.000899992
1,3,Dinic,362,150,0.6,6699,100,10,4287,0.00156636
1,4,Dinic,363,150,0.6,6634,100,10,3998,0.000950511
1,5,Dinic,364,150,0.6,6722,100,10,3977,0.00288705
1,6,Dinic,365,150,0.6,6675,100,10,4207,0.00122527
1,7,Dinic,366,150,0.6,6735,100,10,4149,0.0014791
1,8,Dinic,367,150,0.6,6709,100,10,3536,0.00142119
1,9,Dinic,368,150,0.6,6709,100,10,3601,0.00168002
1,10,Dinic,369,150,0.6,6633,100,10,4137,0.00207724
1,11,Dinic,370,150,0.6,6684,100,10,4056,0.00117149
1,12,Dinic,371,150,0.6,6657,100,10,3926,0.000983603
1,13,Dinic,372,150,0.6,6712,100,10,4114,0.00144434
1,14,Dinic,373,150,0.6,6753,100,10,3442,0.00178613
1,15,Dinic,374,150,0.6,6714,100,10,3473,0.000830937
1,16,Dinic,375,150,0.6,6813,100,10,4524,0.00110649
1,17,Dinic,376,150,0.6,6647,100,10,3838,0.00144523
1,18,Dinic,377,150,0.6,6704,100,10,4131,0.00302883
1,19,Dinic,378,150,0.6,6692,100,10,3398,0.00154786
1,20,Dinic,379,150,0.6,6690,100,10,3663,0.0024377
1,21,Dinic,380,150,0.6,6715,100,10,3159,0.000706161
1,22,Dinic,381,150,0.6,6724,100,10,4038,0.00136271
1,23,Dinic,382,150,0.6,6671,100,10,4196,0.00131075
1,24,Dinic,383,150,0.6,6755,100,10,4317,0.00215061
1,25,Dinic,384,150,0.6,6690,100,10,3783,0.00130686
1,26,Dinic,385,150,0.6,6673,100,10,4706,0.000917696
1,27,Dinic,386,150,0.6,6780,100,10,3880,0.00189089
1,28,Dinic,387,150,0.6,6717,100,10,4192,0.000845215
1,29,Dinic,388,150,0.6,6747,100,10,4354,0.00163556
1,30,Dinic,389,150,0.6,6790,100,10,4298,0.00189269
1,1,Dinic,390,150,0.7,7835,100,10,5394,0.00132023
1,2,Dinic,391,150,0.7,7828,100,10,5116,0.000817512
1,3,Dinic,392,150,0.7,7872,100,10,5175,0.00119293
1,4,Dinic,393,150,0.7,7796,100,10,4293,0.000804308
1,5,Dinic,394,150,0.7,7744,100,10,5099,0.00176967
1,6,Dinic,395,150,0.7,7804,100,10,4194,0.00205515
1,7,Dinic,396,150,0.7,7895,100,10,5238,0.00144193
1,8,Dinic,397,150,0.7,7888,100,10,5356,0.00283787
1,9,Dinic,398,150,0.7,7822,100,10,4717,0.000977399
1,10,Dinic,399,150,0.7,7872,100,10,4999,0.00240524
1,11,Dinic,400,150,0.7,7855,100,10,4275,0.00106721
1,12,Dinic,401,150,0.7,7709,100,10,4863,0.0010016
1,13,Dinic,402,150,0.7,7771,100,10,4621,0.00101694
1,14,Dinic,403,150,0.7,7859,100,10,4395,0.00191548
1,15,Dinic,404,150,0.7,7904,100,10,5323,0.00174536
1,16,Dinic,405,150,0.7,7807,100,10,4715,0.00150626
1,17,Dinic,406,150,0.7,7785,100,10,4328,0.00136701
1,18,Dinic,407,150,0.7,7932,100,10,5096,0.00212376
1,19,Dinic,408,150,0.7,7800,100,10,4742,0.00196961
1,20,Dinic,409,150,0.7,7785,100,10,4769,0.00128003
1,21,Dinic,410,150,0.7,7799,100,10,5310,0.00282075
1,22,Dinic,411,150,0.7,7868,100,10,5432,0.00142043
1,23,Dinic,412,150,0.7,7844,100,10,5150,0.00190991
1,24,Dinic,413,150,0.7,7826,100,10,4536,0.00105792
1,25,Dinic,414,150,0.7,7779,100,10,5344,0.00111934
1,26,Dinic,415,150,0.7,7826,100,10,4359,0.00173734
1,27,Dinic,416,150,0.7,7756,100,10,5430,0.00223294
1,28,Dinic,417,150,0.7,7764,100,10,4852,0.00169932
1,29,Dinic,418,150,0.7,7833,100,10,4835,0.0020528
1,30,Dinic,419,150,0.7,7754,100,10,4993,0.00111147
1,1,Dinic,420,200,0.1,2008,100,10,735,0.000626013
1,2,Dinic,421,200,0.1,2033,100,10,660,0.000685253
1,3,Dinic,422,200,0.1,2027,100,10,903,0.000411312
